Reg Amostra;Reg Planta;Fam�lia;G�nero;Esp�cie
101832;100828;Solanaceae;Solanum;velleum
103537;101482;Lauraceae;Aiouea;saligna
103116;101321;Simaroubaceae;;
101383;100647;Melastomataceae;;
103597;101508;Solanaceae;Solanum;vaillantii
102976;101272;Sapotaceae;;
104538;101727;Phytolaccaceae;Phytolacca;thyrsiflora
104147;101729;Flacourtiaceae;Casearia;sylvestris
103593;101506;Passifloraceae;Passiflora;mucronata
101745;100795;Boraginaceae;Cordia;sericicalyx
104152;101734;Asteraceae;Achillea;millefolium
103476;101460;Solanaceae;Solanum;swartzianum
104146;101728;Verbenaceae;;
103641;101526;Cunoniaceae;Lamanonia;ternata
104144;101727;Phytolaccaceae;Phytolacca;thyrsiflora
104151;101733;Zingiberaceae;Curcuma;domestica
104153;101735;Asteraceae;Mikania;glomerata
103388;101427;Poaceae;;
103475;101460;Solanaceae;Solanum;swartzianum
104149;101731;Lamiaceae;;
104097;101709;Myrtaceae;;
104026;101679;Rubiaceae;Psychotria;stachyoides
102817;101209;Sapotaceae;;
104117;101716;Erythroxylaceae;Erythroxylum;
104093;101707;Myrtaceae;Myrcia;collina
104007;101671;Solanaceae;Solanum;pseudocapsicum
103005;101282;Myrtaceae;Myrcia;guajavifolia
104079;101702;Cornaceae;;
102280;101015;Bignoniaceae;Jacaranda;
104062;101695;Podocarpaceae;Podocarpus;lambertii
104032;101682;Myrtaceae;Myrcia;obovata
101949;100882;Lauraceae;Nectandra;puberula
104023;101678;Rubiaceae;Coussarea;contracta var. contracta
104014;101673;Meliaceae;Cedrela;fissilis
103979;101659;Myrtaceae;Myrcia;velutina
103976;101657;Polygonaceae;;
104120;101717;Leguminosae Papilionoideae;Dalbergia;frutescens
104013;101673;Meliaceae;Cedrela;fissilis
100726;100379;Asteraceae;Baccharis;schultzii
101685;100770;Melastomataceae;;
102836;101218;Moraceae;Morus;
103375;101422;Anacardiaceae;;
104155;101737;Sterculiaceae;Dombeya;
104148;101730;Leguminosae Caesalpinioideae;Senna;alata
103850;101608;Melastomataceae;;
102859;101227;Portulacaceae;;
104240;101778;Myrtaceae;Campomanesia;pubescens
103492;101465;Clusiaceae;Clusia;organensis
103823;101597;Begoniaceae;Begonia;epipsila
101608;100747;Cactaceae;Opuntia;brasiliensis
103798;101585;Moraceae;Sorocea;guilleminiana
103125;101327;Menyanthaceae;Nymphoides;humboldtiana
104106;101711;Myrtaceae;;
103255;101348;Fabaceae;Inga;dulcis
103963;101651;Solanaceae;;
104209;101766;Myrtaceae;Eugenia;lanceolata
101643;100755;Solanaceae;Solanum;inaequale
103212;101341;Myrtaceae;;
103235;101368;Euphorbiaceae;;
104066;101697;Myrtaceae;Eugenia;tenuifolia
103982;101660;Bignoniaceae;Jacaranda;puberula
104176;101750;Eriocaulaceae;;
101395;100651;Melastomataceae;;
104243;101781;Asteraceae;Vernonia;cephalotes
104169;101745;Ericaceae;;
102272;101012;Myrsinaceae;Myrsine;venosa
102055;100918;Melastomataceae;Miconia;prasina
102089;100929;Celastraceae;Maytenus;
102891;101238;Fabaceae;Myrocarpus;
104482;101903;Hippocrateaceae;;
104184;101755;Brassicaceae;;
102157;100963;Tiliaceae;Triumfetta;Iongicoma
104027;101680;Poaceae;;
101750;100797;Fabaceae;Balizia;pedicellaris
104052;101690;Leguminosae Mimosoideae;Mimosa;aurivillus
101556;100727;Solanaceae;;
104103;101711;Myrtaceae;;
101935;100876;Asteraceae;Vernonia;polyanthes
102175;100971;Rubiaceae;Coussarea;verticillata
104241;101779;Myrtaceae;Psidium;cinereum
102677;101155;Bignoniaceae;Adenocalymma;grandifolium
104247;101785;Asteraceae;Mikania;virgata
101938;100877;Solanaceae;;
104082;101703;Myrtaceae;Campomanesia;guazumifolia
104234;101776;Myrtaceae;Myrcia;obovata
103715;101552;Fabaceae;Dioclea;violacea
103987;101662;Thymelaeaceae;;
104127;101720;Cannaceae;Canna;indica
104239;101778;Myrtaceae;Campomanesia;pubescens
104035;101683;Sapindaceae;;
104018;101676;Fabaceae;Mimosa;
104090;101706;Myrtaceae;Myrcia;obovata
103960;101651;Solanaceae;;
103719;101554;Malpighiaceae;Heteropterys;sericea
104047;101687;Anacardiaceae;Schinus;terebinthifolius
104100;101710;Bignoniaceae;Pithecoctenium;crucigerum
103895;101626;Flacourtiaceae;Carpotroche;brasiliensis
104096;101708;   lamiaceae;;
104074;101700;Solanaceae;Solanum;argenteum
103992;101665;Lauraceae;Persea;major
104010;101672;Myrtaceae;Myrcia;fallax
103991;101664;Scrophulariaceae;;
103966;101653;Flacourtiaceae;Casearia;melliodora
104050;101688;Lythraceae;Cuphea;
104029;101681;Ranunculaceae;;
104001;101668;Melastomataceae;;
104275;101800;Araliaceae;Didymopanax;angustissimus
104256;101791;Rubiaceae;Galium;hirtum
104065;101696;Apiaceae (Umbelliferae) ;Eryngium;
104284;101806;Melastomataceae;;
104245;101783;Melastomataceae;;
104291;101809;Sapindaceae;Sapindus;
104170;101746;Lamiaceae;;
104085;101704;Rubiaceae;Guettarda;
104166;101743;Lycopodiaceae;Thyoides;
104312;101816;Boraginaceae;Tournefortia;villosa
104250;101787;Asteraceae;Vernonia;tomentella
104296;101810;Lauraceae;;
104278;101801;Cyperaceae;;
100574;100299;Myrtaceae;Campomanesia;schlechtendaliana
103408;101436;Flacourtiaceae;Casearia;arborea
102704;101165;Sapindaceae;;
104197;101762;Lythraceae;;
100772;100399;Malpighiaceae;Tetrapterys;
104244;101782;Melastomataceae;;
104272;101799;Fabaceae;Collaea;speciosa
102304;101023;Zingiberaceae;Renealmia;chrysotricha
101827;100827;Malpighiaceae;Tetrapterys;
103472;101459;Sapotaceae;Echinusa;
101791;100814;Rubiaceae;Psychotria;horridula
102605;101129;Lamiaceae;;
103439;101447;Melastomataceae;;
102790;101201;Myrsinaceae;;
102641;101142;Moraceae;Sorocea;guilleminiana
104281;101804;Apocynaceae;Macrosiphonia;velame
104279;101802;Asteraceae;Baccharis;aphylla
101320;100625;Asteraceae;Baccharis;schultzii
102110;100941;Myrtaceae;Myrcia;fallax
101801;100818;Rubiaceae;Psychotria;nuda
101785;100811;Bromeliaceae;Canistropsis;billbergioides
101625;100751;Malvaceae;Luehea;grandiflora
101633;100753;Bignoniaceae;Pithecoctenium;
101613;100748;Araceae;Syngonium;vellozianum
101391;100649;Lauraceae;;
101624;100751;Malvaceae;Luehea;grandiflora
102141;100953;Dryopteridaceae;Lastreopsis;effusa
101582;100737;Fabaceae;Bauhinia;
100014;100007;Meliaceae;Cabralea;canjerana subsp. canjerana
102010;100904;Melastomataceae;;
101635;100753;Bignoniaceae;Pithecoctenium;
101863;100838;Meliaceae;Cabralea;canjerana subsp. canjerana
100445;100226;Malvaceae;Sidastrum;micranthum
102123;100945;Boraginaceae;Cordia;trichotoma
100115;100086;Melastomataceae;Miconia;prasina
101463;100685;Rutaceae;Almeidea;
100535;100276;Urticaceae;Boehmeria;caudata
102346;101038;Clusiaceae;Tovomitopsis;paniculata
102960;101266;Simaroubaceae;Picramnia;glazioviana
102751;101186;Myrtaceae;Myrcia;pohliana
102335;101034;Bignoniaceae;Adenocalymma;grandifolium
102331;101032;Lauraceae;Endlicheria;paniculata
102336;101034;Bignoniaceae;Adenocalymma;grandifolium
102489;101087;Asteraceae;Mikania;casarettoi
102356;101041;Lauraceae;Ocotea;indecora
103658;101534;Polygalaceae;Polygala;
102459;101077;Lauraceae;Ocotea;
102323;101029;Rubiaceae;Bathysa;stipulata
103015;101285;Asteraceae;;
102495;101089;Buddlejaceae;Buddleja;brasiliensis
102305;101023;Zingiberaceae;Renealmia;chrysotricha
102232;100994;Myrsinaceae;Myrsine;venosa
101782;100809;Icacinaceae;;
101555;100727;Solanaceae;;
104154;101736;Asteraceae;;
102333;101033;Passifloraceae;Passiflora;speciosa
104711;100884;Nyctaginaceae;Guapira;opposita
104309;101815;Poaceae;;
103098;101315;Lacistemaceae;Lacistema;pubescens
103659;101534;Polygalaceae;Polygala;
104134;101723;Asteraceae;Acmella;oppositifolia
104059;101692;Asteraceae;Senecio;
101764;100804;Heliconiaceae;Heliconia;angusta
104539;101924;Euphorbiaceae;;
101889;100854;Asteraceae;Albertinia;brasiliensis
102483;101085;Poaceae;Olyra;latifolia
104450;101890;Erythroxylaceae;Erythroxylum;
104591;101944;Myrtaceae;;
102321;101028;Meliaceae;Guarea;macrophylla subsp. tuberculata
102353;101040;Marantaceae;Calathea;colorata
104429;101875;Poaceae;;
104420;101872;Myrtaceae;;
102438;101070;Annonaceae;Guatteria;
101440;100676;Rubiaceae;Psychotria;subspathacea
102193;100980;Melastomataceae;;
102349;101039;Clusiaceae;Tovomitopsis;paniculata
102460;101077;Lauraceae;Ocotea;
102448;101073;Simaroubaceae;Picramnia;glazioviana
104563;101932;Myrtaceae;Eugenia;
104555;101929;Moraceae;Ficus;
104163;101742;Myrtaceae;Myrcia;rufa
102450;101074;Myrtaceae;Myrcia;anceps
102463;101078;Myrsinaceae;Myrsine;coriacea
104418;101871;Araceae;Anthurium;brevifolium
102921;101253;Bignoniaceae;Tabebuia;chrysotricha
104358;101838;Rosaceae;Prunus;
104183;101754;Brassicaceae;;
104221;101771;Myrtaceae;Myrcia;rostrata
104337;101828;Poaceae;;
104175;101749;Ericaceae;;
104171;101747;Convolvulaceae;;
104332;101825;Gleicheniaceae;Dicranopteris;nervosa
104198;101763;Asteraceae;Baccharis;semiserrata var.  elaegnoides 
104194;101761;Leguminosae Mimosoideae;Mimosa;artemisiana
104414;101867;Polypodiaceae;Microgramma;squamulosa
104017;101675;Rubiaceae;Galianthe;brasiliensis
104302;101812;Ulmaceae;;
104377;101846;Asteraceae;Hoehnephytum;trixoides
104038;101684;Myrtaceae;Campomanesia;eugenioides
104352;101836;Vochysiaceae;;
104319;101820;Annonaceae;Guatteria;
104231;101775;Asteraceae;;
104251;101788;Fabaceae;Mimosa;
104417;101870;Asteraceae;;
104436;101880;Lythraceae;;
104435;101879;Cyperaceae;;
104445;101888;Lauraceae;;
104442;101885;Poaceae;;
104440;101883;Caprifoliaceae;Lonicera;japonica
104464;101897;Rubiaceae;Bathysa;gymnocarpa
104525;101919;Lythraceae;;
104453;101891;Melastomataceae;;
104510;101914;Myrtaceae;;
104412;101865;Apiaceae (Umbelliferae);Eryngium;pristis
104448;101889;Melastomataceae;;
104441;101884;Cyperaceae;;
104575;101937;Cyperaceae;;
104437;101881;Verbenaceae;Verbena;litoralis
104145;101727;Phytolaccaceae;Phytolacca;thyrsiflora
104457;101893;Polygalaceae;;
104044;101686;Cunoniaceae;Lamanonia;ternata
104340;101830;Fabaceae;Mimosa;
104454;101892;Myrtaceae;Eugenia;beaurepairiana
104419;101871;Araceae;Anthurium;brevifolium
104413;101866;Orchidaceae;;
104061;101694;Poaceae;;
104057;101692;Asteraceae;Senecio;
104522;101918;Leguminosae Papilionoideae;Swartzia;myrtifolia
103970;101654;Myrtaceae;Eugenia;rufescens
104588;101943;Annonaceae;;
104371;101843;Leguminosae Mimosoideae;Leucochloron;incuriale
104493;101908;Myrtaceae;;
104258;101793;Myrtaceae;Eugenia;
104549;101927;Liliaceae;;
104479;101902;Lauraceae;Ocotea;teleiandra
104474;101900;Myrtaceae;Eugenia;umbrosa
104216;101769;Myrtaceae;Myrcia;melanosepala
104181;101753;Asteraceae;Eupatorium;thysanolepis
104329;101824;Vochysiaceae;Vochysia;tucanorum
104415;101868;Dryopteridaceae;Elaphoglossum;burchellii
104174;101748;Ericaceae;;
104114;101715;Lauraceae;;
104333;101826;Gleicheniaceae;Dicranopteris;flexuosa
104486;101904;Gesneriaceae;Besleria;melancholica
104178;101752;Malpighiaceae;Byrsonima;
104348;101834;Asteraceae;;
101768;100805;Bignoniaceae;Adenocalymma;grandifolium
104242;101780;Malvaceae;Peltaea;edouardii
104344;101831;Asteraceae;Senecio;oleosus
104576;101938;Rubiaceae;Bathysa;cuspidata
103676;101539;Cunoniaceae;;
101372;100642;Myrtaceae;Marlierea;langsdorffii
104314;101818;Asteraceae;;
104355;101837;Fabaceae;Machaerium;
104399;101857;Saxifragaceae;Escallonia;
104210;101767;Rubiaceae;Coussarea;contracta var. panicularis
104396;101856;Myrtaceae;Myrcia;sylvatica
104382;101849;Myrtaceae;Eugenia;tenuifolia
104313;101817;Asteraceae;;
104322;101821;Euphorbiaceae;;
104529;101921;Clusiaceae;Tovomitopsis;paniculata
104213;101768;Monimiaceae;Mollinedia;
104238;101777;Loganiaceae;;
104349;101835;Leguminosae Mimosoideae;Inga;marginata
104410;101863;Gesneriaceae;Sinningia;allagophylla
104107;101712;Vitaceae;;
104392;101853;Onagraceae;Ludwigia;elegans
104385;101850;Apocynaceae;;
104228;101774;Myrtaceae;;
104206;101766;Myrtaceae;Eugenia;lanceolata
104269;101798;Myrtaceae;Myrcia;collina
104264;101795;Myrtaceae;;
103182;101347;Leguminosae Mimosoideae;Inga;marginata
103089;101312;Erythroxylaceae;Erythroxylum;
103099;101316;Araceae;Philodendron;ochrostemon
102780;101198;Hypoxidaceae;Hypoxis;decumbens
102989;101277;Solanaceae;Solanum;granuloso-leprosum
103140;101334;Rubiaceae;Bathysa;stipulata
102893;101239;Fabaceae;Abarema;
103065;101304;Fabaceae;Swartzia;
101521;100679;Dryopteridaceae;Didymochlaena;truncatula
102168;100969;Piperaceae;;
101564;100731;Dryopteridaceae;Bolbitis;serratifolia
102925;101235;Euphorbiaceae;Pachystroma;longifolium
102758;101189;Araceae;Philodendron;crassinervium
101714;100781;Asteraceae;Wunderlichia;insignis
102896;101240;Myrsinaceae;Myrsine;umbellata
103112;101320;Rutaceae;;
103095;101315;Lacistemaceae;Lacistema;pubescens
103123;101325;Ochnaceae;Sauvagesia;erecta
103094;101314;Cyperaceae;Cyperus;laxus
103026;101290;Poaceae;;
102909;101246;Solanaceae;Solanum;hexandrum
102907;101245;Bromeliaceae;Pseudananas;sagenarius
102600;101127;Fabaceae;Collaea;
104246;101784;Ericaceae;;
104526;101920;Solanaceae;Solanum;caeruleum
104177;101751;Asteraceae;Baccharis;calvescens
101567;100732;Ebenaceae;Diospyros;ebenaster
102971;101270;Lacistemataceae;Lacistema;pubescens
102715;101167;Velloziaceae;;
102043;100914;Annonaceae;Guatteria;latifolia
101091;100541;Sapindaceae;Cupania;furfuracea
101862;100838;Meliaceae;Cabralea;canjerana subsp. canjerana
101387;100648;Melastomataceae;;
101962;100887;Siparunaceae;Siparuna;minutiflora
102287;101018;Siparunaceae;Siparuna;chlorantha
101803;100818;Rubiaceae;Psychotria;nuda
102092;100931;Leguminosae Papilionoideae;Centrolobium;tomentosum
103107;101318;Leguminosae Mimosoideae;Pseudopiptadenia;contorta
102365;101044;Celastraceae;Maytenus;ardisiifolia
101110;100548;Myrtaceae;Eugenia;tinguyensis
101941;100879;Tiliaceae;Luehea;conwentsii
101428;100672;Malpighiaceae;Tetrapterys;
101620;100750;Boraginaceae;Cordia;
102343;101037;Erythroxylaceae;Erythroxylum;
100135;100484;Lauraceae;Nectandra;puberula
103137;101333;Flacourtiaceae;Casearia;arborea
100897;100492;Bignoniaceae;Stizophyllum;perforatum
103424;101442;Celastraceae;Maytenus;evonymoides
100088;100053;Nyctaginaceae;Guapira;opposita
102052;100917;Asteraceae;Baccharis;schultzii
100877;100446;Myrtaceae;Syzygium;jambos
103461;101455;Rubiaceae;Rudgea;recurva
102268;101011;Lacistemaceae;Lacistema;pubescens
100978;100460;Moraceae;;
102219;100989;Annonaceae;Rollinia;
100466;100239;Fabaceae;;
101525;100714;Sapindaceae;Serjania;clematidifolia
101324;100626;Asteraceae;Baccharis;reticularia
101735;100790;Lauraceae;;
104679;101977;Myrsinaceae;Myrsine;coriacea
101650;100757;Asteraceae;Vernonia;discolor
100780;100408;Leguminosae Caesalpinioideae;Senna;bicapsularis
104461;101895;Cyperaceae;;
104729;101993;Poaceae;Panicum;
104721;101990;Euphorbiaceae;;
101758;100800;Melastomataceae;;
104617;101954;Euphorbiaceae;;
104724;101991;Myrtaceae;Marlierea;tomentosa
104717;101988;Fabaceae;Cassia;ferruginea
100558;100290;Flacourtiaceae;Casearia;commersoniana
104431;101877;Cactaceae;Rhipsalis;neves-armondii
100540;100280;Rutaceae;Zanthoxylum;rhoifolium
104416;101869;Cactaceae;Hatiora;salicornioides
104623;101956;Clusiaceae;Tovomita;leucantha
100160;100843;Monimiaceae;Mollinedia;schottiana
100632;100327;Saxifragaceae;Escallonia;montevidensis
104702;101987;Annonaceae;Annona;
100485;100249;Fabaceae;Acacia;polyphylla
104395;101855;Selaginellaceae;;
104599;101947;Clusiaceae  ;Clusia;lanceolata
100421;100216;Sapindaceae;Cupania;oblongifolia
100500;100258;Myrtaceae;Eugenia;villae-novae
104780;102013;Zingiberaceae;Hedychium;coronarium
104866;102046;Myrtaceae;Eugenia;
104788;102017;Fabaceae;Peltophorum;dubium
104730;101994;Moraceae;Brosimum;guianense
104853;102041;Myrtaceae;Myrcia;costata
104761;102005;Boraginaceae;;
104820;102030;Fabaceae;Stryphnodendron;
104733;101995;Lecythidaceae;;
104804;102023;Cyperaceae;Cyperus;surinamensis
104743;101999;Chrysobalanaceae;;
104826;102032;Costaceae;Costus;spiralis var. spiralis
104779;102013;Zingiberaceae;Hedychium;coronarium
104840;102037;Vitaceae;Cissus;
104608;101951;Bromeliaceae;Alcantarea;
104515;101915;Annonaceae;Guatteria;ferruginea
104640;101961;Rubiaceae;Posoqueria;acutifolia
102988;101276;Elaeocarpaceae;Sloanea;monosperma
102076;100925;Fabaceae;Platymiscium;
104637;101961;Rubiaceae;Posoqueria;acutifolia
104545;101926;Clusiaceae;Clusia;
104361;101838;Rosaceae;Prunus;
103111;101319;Piperaceae;Piper;arboreum
102673;101154;Apocynaceae;;
102671;101153;Euphorbiaceae;Actinostemon;
103624;101520;Flacourtiaceae;Casearia;
102114;100942;Flacourtiaceae;Casearia;arborea
103144;101335;Myrsinaceae;Ardisia;
102770;101194;Myrtaceae;Eugenia;
102031;100910;Asteraceae;Kaunia;rufescens
102674;101154;Apocynaceae;;
104728;101992;Poaceae;;
100900;100494;Sapindaceae;Paullinia;
102676;101155;Bignoniaceae;Adenocalymma;grandifolium
103069;101305;Annonaceae;Xylopia;sericea
103636;101524;Fabaceae;Senna;multijuga subsp. lindleyana
104345;101831;Asteraceae;Senecio;oleosus
102067;100922;Leguminosae Mimosoideae;Inga;marginata
101565;100731;Dryopteridaceae;Bolbitis;serratifolia
104764;102006;Fabaceae;Senna;obtusifolia
104831;102033;Heliconiaceae;Heliconia;spathocircinata 
101618;100749;Rhamnaceae;Gouaria;
104792;102018;Rubiaceae;Richardia;grandiflora
104830;102033;Heliconiaceae;Heliconia;spathocircinata 
102108;100940;Euphorbiaceae;Mabea;fistulifera
104335;101827;Asteraceae;Centratherum;punctatum
104759;102004;Poaceae;;
103011;101284;Verbenaceae;;
101234;100601;Solanaceae;Aureliana;fasciculata
102772;101194;Myrtaceae;Eugenia;
104140;101658;Anacardiaceae;Schinus;longifolia
104823;102031;Sapotaceae;;
103656;101533;Heliconiaceae;Heliconia;laneana
102965;101268;Flacourtiaceae;Casearia;decandra
103233;101368;Euphorbiaceae;;
104846;102039;Sapindaceae;;
105008;102109;Rubiaceae;Tocoyena;sellowiana
104753;102002;Fabaceae;Copaifera;langsdorffii
101701;100776;Rubiaceae;Alibertia;elliptica
105125;102004;Poaceae;;
103141;101334;Rubiaceae;Bathysa;stipulata
102978;101273;Myrtaceae;Eugenia;
103229;101366;Lauraceae;Urbanodendron;verrucosum
101903;100860;Myrtaceae;Myrcia;rostrata
101985;100895;Araceae;Philodendron;edmundoi
104727;101991;Myrtaceae;Marlierea;tomentosa
102599;101127;Fabaceae;Collaea;
101375;100644;Malpighiaceae;Banisteriopsis;
101347;100633;Boraginaceae;Cordia;
103223;101364;Chrysobalanaceae;;
102082;100927;Lauraceae;Ocotea;
103445;101449;Fabaceae;Cassia;ferruginea
102629;101138;Arecaceae;Geonoma;elegans
101113;100549;Leguminosae Papilionoideae;Dalbergia;nigra
102650;101145;Celastraceae;Maytenus;communis
105228;102069;Flacourtiaceae;Carpotroche;brasiliensis
100002;100001;Sapindaceae;Paullinia;meliifolia
100826;100430;Myrtaceae;;
101865;100844;Caryophyllaceae;Drymaria;
102172;100970;Myrtaceae;Myrcia;fallax
102888;101237;Orchidaceae;;
101471;100689;Euphorbiaceae;Euphorbia;
104750;102001;Sapotaceae;;
102752;101186;Myrtaceae;Myrcia;pohliana
102036;100912;Urticaceae;Boehmeria;
101502;100702;Myrtaceae;Campomanesia;schlechtendaliana
101327;100627;Flacourtiaceae;;
103654;101531;Rubiaceae;Posoqueria;longiflora
100144;100098;Leguminosae Papilionoideae;Andira;fraxinifolia
100209;100106;Fabaceae;Bauhinia;forficata
100272;100131;Fabaceae;Swartzia;
100017;100008;Solanaceae;Cestrum;laevigatum
100000;100000;Solanaceae;Solanum;lycocarpum
100233;100122;Bignoniaceae;Cybistax;antisyphilitica
100121;100088;Verbenaceae;Citharexylum;myrianthum
100112;100085;Melastomataceae;Tibouchina;granulosa
100114;100085;Melastomataceae;Tibouchina;granulosa
100123;100089;Combretaceae;Laguncularia;racemosa
100003;100002;Boraginaceae;Tournefortia;bicolor
100133;100093;Melastomataceae;Miconia;albicans
100146;100098;Leguminosae Papilionoideae;Andira;fraxinifolia
100266;100128;Bignoniaceae;Fridericia;speciosa
101339;100631;Myrtaceae;Eugenia;dodonaeifolia
100019;100009;Meliaceae;Guarea;guidonia
100119;100088;Verbenaceae;Citharexylum;myrianthum
100274;100131;Fabaceae;Swartzia;
100011;100006;Sapindaceae;Cupania;racemosa
100222;100114;Convolvulaceae;Ipomoea;
100026;100011;Urticaceae;Phenax;sonneratii
100137;100096;Cactaceae;Rhipsalis;lindbergiana
101500;100701;Sapotaceae;;
101877;100851;Cyperaceae;Fuirena;incompleta
102139;100951;Convolvulaceae;Merremia;umbellata
102097;100933;Asteraceae;Synedrella;nodiflora
101479;100692;Myrtaceae;Gomidesia;tijucensis
102740;101179;Ochnaceae;;
101927;100871;Fabaceae;;
101918;100867;Cyperaceae;Cyperus;giganteus
102586;101123;Lamiaceae;;
100388;100198;Fabaceae;;
100108;100083;Leguminosae Mimosoideae;Mimosa;bimucronata
100412;100211;Rubiaceae;Bathysa;australis
100409;100209;Piperaceae;Ottonia;eucalyptifolia
100643;100332;Asteraceae;Baccharis;calvescens
100092;100056;Anacardiaceae;Schinus;terebinthifolius
100050;100026;Asteraceae;Albertinia;brasiliensis
100420;100216;Sapindaceae;Cupania;oblongifolia
100478;100245;Labiatae;Ocimum;gratissimum
102104;100938;Malvaceae;Sidastrum;micranthum
104876;102049;Moraceae;;
104975;102095;Clusiaceae;Garcinia;gardneriana
102165;100968;Euphorbiaceae;;
101634;100753;Bignoniaceae;Pithecoctenium;
102860;101227;Portulacaceae;;
102982;101274;Myrtaceae;Myrcia;rostrata
104524;101918;Leguminosae Papilionoideae;Swartzia;myrtifolia
101757;100800;Melastomataceae;;
102970;101270;Lacistemataceae;Lacistema;pubescens
104533;101922;Melastomataceae;;
102023;100908;Fabaceae;Swartzia;langsdorffii
101970;100890;Urticaceae;Boehmeria;caudata
102265;101010;Asteraceae;Eremanthus;erythropappus
102015;100905;Rubiaceae;Psychotria;pallens
101629;100752;Lecythidaceae;Couroupita;guianensis
101577;100736;Euphorbiaceae;;
103889;101624;Rutaceae;Almeidea;
102094;100932;Fabaceae;Bauhinia;forficata subsp. forficata
103647;101528;Nyctaginaceae;Guapira;
102972;101271;Asteraceae;Vernonia;stellata
104837;102036;Fabaceae;Copaifera;langsdorffii
101798;100817;Arecaceae;;
101568;100732;Ebenaceae;Diospyros;ebenaster
101249;100606;Euphorbiaceae;Pachystroma;longifolium
105166;102177;Monimiaceae;;
102787;101200;Myrtaceae;Eugenia;
100821;100429;Melastomataceae;;
101805;100819;Rubiaceae;Bathysa;gymnocarpa
102174;100971;Rubiaceae;Coussarea;verticillata
101597;100742;Bombacaceae;Bombacopsis;glabra
102201;100982;Malvaceae;Abutilon;rufinerve
103070;101305;Annonaceae;Xylopia;sericea
103052;101298;Annonaceae;;
103875;101619;Asteraceae;Trichogonia;salviifolia
103367;101419;Sapindaceae;Allophylus;guaraniticus
103097;101315;Lacistemaceae;Lacistema;pubescens
102154;100962;Araliaceae;;
104834;102034;Acanthaceae;Mendoncia;puberula
102696;101162;Nyctaginaceae;Guapira;
101948;100882;Lauraceae;Nectandra;puberula
101848;100834;Leguminosae Mimosoideae;Inga;capitata
102786;101200;Myrtaceae;Eugenia;
102057;100919;Melastomataceae;Miconia;
104765;102007;Amaranthaceae;Alternanthera;tenella
101739;100792;Annonaceae;Guatteria;villosissima
102074;100924;Erythroxylaceae;Erythroxylum;
100041;100020;Solanaceae;Aureliana;fasciculata
105046;102128;Flacourtiaceae;Carpotroche;brasiliensis
103217;101360;Myrtaceae;Eugenia;tenuifolia
105040;102126;Caricaceae;Jacaratia;spinosa
104895;102058;Rubiaceae;Chiococca;alba
104900;102062;Asteraceae;Vernonia;condensata
102825;101212;Fabaceae;Cassia;grandis
103071;101306;Rubiaceae;Faramea;multiflora var. salicifolia
105086;102146;Moraceae;Ficus;luschnathiana
103228;101366;Lauraceae;Urbanodendron;verrucosum
104898;102060;Asteraceae;Blainvillea;biaristata
104912;102066;Malpighiaceae;Byrsonima;
103675;101539;Cunoniaceae;;
104935;102074;Euphorbiaceae;Dalechampia;triphylla
103066;101304;Fabaceae;Swartzia;
104984;102099;Marantaceae;Ctenanthe;setosa
104949;102082;Euphorbiaceae;;
103718;101553;Boraginaceae;Tournefortia;villosa
101051;100524;Flacourtiaceae;Casearia;arborea
103404;101435;Bignoniaceae;Fridericia;speciosa
101963;100887;Siparunaceae;Siparuna;minutiflora
104991;102103;Leguminosae Papilionoideae;Centrolobium;tomentosum
104951;102084;Flacourtiaceae;Carpotroche;brasiliensis
104939;102076;Bignoniaceae;Fridericia;speciosa
104945;102079;Asteraceae;Eclipta;prostrata
104885;102054;Rubiaceae;Chomelia;
104985;102099;Marantaceae;Ctenanthe;setosa
100770;100356;Meliaceae;Cedrela;fissilis
105107;102155;Marantaceae;Calathea;camoriana
105066;102136;Elaeocarpaceae;Sloanea;monosperma
102833;101216;Menispermaceae;;
101795;100816;Myrtaceae;Eugenia;rostrata
104746;101999;Chrysobalanaceae;;
104781;102013;Zingiberaceae;Hedychium;coronarium
100985;100462;Sapindaceae;Cupania;
101966;100888;Arecaceae;Geonoma;
103626;101521;Meliaceae;Cabralea;canjerana subsp. canjerana
103645;101527;Asteraceae;Eupatorium;pyrifolium
105094;102149;Loganiaceae;Spigelia ;
104889;102056;Araceae;Monstera;adansonii var. klotzschiana
105033;102121;Acanthaceae;;
104880;102052;Rubiaceae;Guettarda;viburnoides
104891;102056;Araceae;Monstera;adansonii var. klotzschiana
104946;102080;Schizaeaceae;Anemia;hirsuta
104835;102035;Malpighiaceae;Dicella;bracteosa
105112;102157;Rubiaceae;Bathysa;cuspidata
104872;102048;Acanthaceae;;
105005;102109;Rubiaceae;Tocoyena;sellowiana
102504;101091;Rosaceae;Rubus;rosifolius var. rosifolius
104962;102090;Euphorbiaceae;Alchornea;
101740;100792;Annonaceae;Guatteria;villosissima
104936;102075;Melastomataceae;;
102332;101032;Lauraceae;Endlicheria;paniculata
104459;101893;Polygalaceae;;
104403;101859;Chrysobalanaceae;;
103587;101504;Meliaceae;Trichilia;
104890;102056;Araceae;Monstera;adansonii var. klotzschiana
103544;101485;Combretaceae;Laguncularia;racemosa
104421;101872;Myrtaceae;;
104540;101924;Euphorbiaceae;;
102212;100985;Cucurbitaceae;;
105058;102133;Euphorbiaceae;Hieronyma;alchorneoides
104404;101860;Fabaceae;Dalbergia;
